number,meters
250001116011,10.2
250001116012,7.86
250001116014,2.71
250001116015,10.7
250001116016,6.5
250001116017,6.31
250001116018,9.5
250001116021,7.45
250001116025,0
250001116029,3.2
250001116030,13.4
250001116031,12.8
250001116032,12.8
250001116033,3.3
250001116034,0
250001116040,12.8
250001116041,12.8
250001116043,12.8
250001116045,0
250001116046,9.85
250001116047,6.4
250001116048,12.8
250001116049,12.8
250001116050,5.2
250001116052,12.8
250001116053,12.8
250001116054,12.8
250001116055,12.8
250001116056,7.7
250001116057,12.8
250001116060,5
250001116062,9.9
250001116063,4.4
250001116064,12.8
250001116065,6.8
250001116066,12.8
250001116071,12.8
250001116072,12.8
250001116074,12.8
250001116076,6.86
250001116077,12.8
250001116078,10.67
250001116079,12
250001116080,12.8
250001116081,13.4
250001116082,13.4
250001116085,1.6
250001116087,5.2
250001116088,13.4
250001116089,9.6
250001116090,12.8
250001116091,12.5
250001116094,13.33
250001116098,12.8
250001116099,12
250001116100,13.1
250001116108,11.3
250001116110,5.9
250001116112,10.35
250001116114,6.5
250001116115,12.8
250001116117,7.68
250001116118,13.4
250001116119,12.8
250001116123,2.56
250001116124,7.2
250001116125,12.5
250001116126,0
250001116127,12.8
250001116128,7.46
250001116130,12.7
250001116132,10
250001116133,12.8
250001116134,11.2
250001116135,6.86
250001116136,12.8
250001116137,13.4
250001116138,12.8
250001116139,12.8
250001116140,12.8
250001116141,12.8
250001116142,2
250001116144,9.04
250001116145,15.5
250001116146,12.8
250001116147,12.8
250001116148,1.2
250001116149,0.7
250001116150,4.7
250001116151,0.4
250001116152,6.4
250001116153,12.8
250001116155,12.8
250001116158,0
250001116159,10.7
250001116160,9.9
250001116161,12.8
250001116162,9.6
250001116164,12.5
250001116166,12.8
250001116167,12.8
250001116168,12.8
250001116170,12.8
250001116171,3.2
250001116173,13.4
250001116174,13.4
250001116175,13.4
250001116176,13.4
250001116177,13.4
250001116178,8.93
250001116179,12.8
250001116184,12.8
250001116185,4.27
250001116186,0
250001116189,13.4
250001116190,10.72
250001116191,12.8
250001116195,6.4
250001116201,3.2
250001116204,12.8
250001116205,2.5
250001116206,1
250001116208,13.3
250001116210,13.4
250001116211,8
250001116214,12
250001116215,10.72
250001116221,10
250001116223,0
250001116224,6.7
250001116232,8.84
250001116233,13.4
250001116235,12.8
250001116237,3.1
250001116238,13.4
250001116240,0.95
250001116241,12.8
250001116242,10.8
250001116243,12.8
250001116244,10.95
250001116245,13.4
250001116246,6.4
250001116247,13.4
250001116248,12.8
250001116249,10.6
250001116250,1
250001116251,13.9
250001116252,10.6
250001116253,12
250001116254,5.8
250001116255,12.8
250001116257,11.33
250001116260,0.75
250001116261,11.25
250001116267,12.8
250001116268,12.8
250001116269,11.7
250001116271,12.8
250001116273,12.8
250001116274,12.8
250001116275,12.8
250001116276,12.8
250001116277,6.4
250001116278,6.7
250001116280,12.8
250001116281,1.8
250001116282,0.15
250001116285,6.4
250001116286,6.4
250001116289,12.8
250001116290,12.8
250001116291,1.87
250001116293,6.4
250001116294,12.8
250001116295,12.8
250001116299,12.8
250001116300,10.05
250001116301,6.4
250001116302,12.8
250001116304,12.8
250001116305,12.8
250001116309,13.4
250001116319,1.87
250001116320,2.8
250001116323,12.8
250001116328,8.53
250001116333,12.8
250001116336,12.8
250001116338,12.8
250001116340,9.45
250001116347,13.3
250001116348,13.4
250001116350,12.8
250001116351,6.25
250001116352,2.5
250001116353,1.25
250001116361,1.43
250001116362,12.5
250001116363,6.7
250001116364,0
250001116366,12.8
250001116372,9.07
250001116373,12.8
250001116374,12.8
250001116379,12.8
250001116382,6.4
250001116383,12.8
250001116385,8.93
250001116388,12.8
250001116391,0
250001116392,13.6
250001116395,12.8
250001116398,6.7
250001116399,6.7
250001116400,0.4
250001116401,4.78
250001116403,13.4
250001116404,1.5
250001116407,1.2
250001116410,2
250001116411,10.3
250001116413,9
250001116414,12.8
250001116420,1
250001116421,12.8
250001116423,0.8
250001116431,11.1
250001116432,2
250001116435,13.5
250001116436,12.12
250001116441,3
250001116443,12.8
250001116449,10.72
250001116453,11.49
250001116457,8.93
250001116458,7.93
250001116460,12.8
250001116461,12.8
250001116463,12.8
250001116465,10.05
250001116468,0.3
250001116470,1
250001116475,12.8
250001116478,7.2
250001116481,12.8
250001116483,12.8
250001116484,13.4
250001116485,13.4
250001116486,0.51
250001116487,10.23
250001116493,9.9
250001116494,3.19
250001116498,1
250001116499,8.5
250001116506,6
250001116507,2
250001116508,3.07
250001116509,12.8
250001116510,12.8
250001116513,9.6
250001116516,12.8
250001116518,13.4
250001116520,9.5
250001116521,12.8
250001116524,12.8
250001116526,12.8
250001116527,12.8
250001116528,0.93
250001116529,12
250001116532,12.8
250001116533,0.78
250001116535,12.8
250001116536,12.8
250001116538,12.8
250001116559,11.2
250001116563,11.95
250001116567,12.8
250001116573,6.33
250001116574,12.8
250001116577,1
250001116578,8
250001116579,1
250001116580,13.4
250001116581,11.7
250001116582,1
250001116583,1
250001116586,12.8
250001116588,6
250001116589,1
250001116591,1
250001116592,13.4
250001116593,13.4
250001116594,13.4
250001116595,3.1
250001116596,8.4
250001116597,13.4
250001116601,0.9
250001116605,3.92
250001116607,13.4
250001116609,5.95
250001116611,13.3
250001116612,0
250001116623,12.8
250001116624,10.67
250001116625,12.8
250001116626,13.4
250001116627,6.4
250001116629,5
250001116633,5.5
250001116636,1.9
250001116637,6.65
250001116641,9.07
250001116642,7.67
250001116643,3.7
250001116647,12.1
250001116648,13.4
250001116649,6.7
250001116650,9.6
250001116652,6.5
250001116653,6.8
250001116655,6.4
250001116657,12.8
250001116659,13.4
250001116663,6.7
250001116664,12.8
250001116667,8.04
250001116669,3.32
250001116670,3.2
250001116671,2.96
250001116672,2.8
250001116673,3.03
250001116675,12.8
250001116680,9.6
250001116681,8.23
250001116682,13.4
250001116684,14.8
250001116694,13.4
250001116695,6.4
250001116697,11.36
250001116699,0.2
250001116700,6.7
250001116703,7.9
250001116704,6.7
250001116709,13.4
250001116710,13.4
250001116714,4.7
250001116718,6.7
250001116719,9.6
250001116723,6.65
250001116724,6.65
250001116726,0
250001116728,12.8
250001116729,7
250001116730,4.47
250001116731,6.7
250001116732,4.47
250001116734,13.4
250001116737,1
250001116741,13.4
250001116745,4.43
250001116746,6.4
250001116748,2.5
250001116750,13.4
250001116751,8.33
250001116753,13.4
250001116754,5.1
250001116760,11.2
250001116765,1
250001116776,10.05
250001116778,12.9
250001116779,5.7
250001116780,3.2
250001116781,13.4
250001116782,6.4
250001116783,4.47
250001116784,12
250001116785,13.3
250001116787,13.3
250001116788,3.97
250001116789,11.7
250001116791,1.5
250001116793,13.4
250001116803,6.85
250001116804,6.8
250001116805,3.85
250001116806,2.4
250001116807,5.85
250001116809,2.53
250001116815,8.8
250001116818,12.5
250001116819,5
250001116820,1.9
250001116824,12.8
250001116852,8.96
250001116854,0
250001116856,12.8
250001116857,6.7
250001116861,0
250001116864,6.4
250001116865,6.6
250001116866,12.8
250001116867,0
250001116870,13.4
250001116871,13.6
250001116873,13.4
250001116874,6.4
250001116875,6.4
250001116877,6.4
250001116886,11.8
250001116887,3.2
250001116888,6.7
250001116890,6
250001116891,6.4
250001116892,8.93
250001116896,6
250001116897,8.04
250001116898,12.8
250001116900,13.6
250001116901,12.8
250001116903,12.8
250001116905,12.8
250001116907,7.5
250001116908,4.8
250001116909,13.4
250001116910,13.4
250001116911,7.4
250001116913,13.4
250001116914,12.8
250001116915,7
250001116916,11
250001116918,8.93
250001116922,12.8
250001116937,0.8
250001116939,12.81
250001116940,3.1
250001116941,6.8
250001116942,12.8
250001116945,10.72
250001116946,6.4
250001116947,8.5
250001116948,6.7
250001116949,6.4
250001116951,3.2
250001116952,12.8
250001116958,6.7
250001116959,10.5
250001116960,12.8
250001116961,13.4
250001116968,6.7
250001116972,12.8
250001116981,13.4
250001116990,6.7
250001116991,6.4
250001116992,13.4
250001116994,5.9
250001116995,12.8
250001116997,10.2
250001116999,12.8
250001117003,7.43
250001117004,11.73
250001117006,6.4
250001117007,13.4
250001117008,6.4
250001117009,7
250001117012,0
250001117013,9.5
250001117017,5.47
250001117018,17.8
250001117019,4.67
250001117020,6.5
250001117021,4.2
250001117022,6.7
250001117023,8.5
250001117029,5.11
250001117030,12.8
250001117033,6.4
250001117037,13.4
250001117055,4
250001117060,13.4
250001117072,13.4
250001117073,13.6
250001117074,2
250001117075,12.8
250001117076,12.8
250001117082,4.2
250001117083,10.05
250001117087,6.4
250001117088,8.3
250001117091,12.8
250001117092,12.8
250001117094,12.8
250001117096,12.8
250001117097,12.8
250001117098,8.8
250001117099,13.4
250001117100,3.2
250001117102,9.6
250001117106,12.8
250001117107,13.4
250001117109,0.5
250001117110,1.52
250001117111,12.81
250001117114,3
250001117115,13.4
250001117116,12.8
250001117118,4.27
250001117120,12.8
250001117121,12.8
250001117122,8.93
250001117126,12.8
250001117131,12.8
250001117132,15
250001117134,4
250001117137,12.8
250001117138,11.2
250001117143,12.87
250001117152,1
250001117153,13.72
250001117160,7
250001117161,0
250001117162,6.7
250001117163,2.7
250001117166,13.4
250001117168,12
250001117169,12.8
250001117171,0.2
250001117172,12.8
250001117174,12.12
250001117175,12.4
250001117178,13.4
250001117180,6.7
250001117181,6.7
250001117184,9.6
250001117185,11.8
250001117190,3.73
250001117191,1.19
250001117193,6.4
250001117195,6.65
250001117198,2.5
250001117199,0.5
250001117202,0.8
250001117203,4.5
250001117205,6.41
250001117206,3.3
250001117207,0.1
250001117208,13.6
250001117210,13.6
250001117211,11.8
250001117212,7.5
250001117213,0.17
250001117217,0.2
250001117218,0.4
250001117221,7.6
250001117227,2.4
250001117229,15.4
250001117231,13.3
250001117232,10.22
250001117233,7.38
250001117236,3.15
250001117237,9.6
250001117238,2.35
250001117239,13.4
250001117240,12.8
250001117241,12.8
250001117242,12.8
250001117244,12.8
250001117245,12.8
250001117247,1.5
250001117249,0.4
250001117250,12.8
250001117251,13.4
250001117253,13.4
250001117254,7.4
250001117255,11.2
250001117256,13.6
250001117257,10.2
250001117258,4.8
250001117259,10.2
250001117260,13.11
250001117261,11.84
250001117262,15.4
250001117263,13.4
250001117264,9.7
250001117265,12.8
250001117267,2.3
250001117270,4.47
250001117278,13.4
250001117279,13.4
250001117286,13.4
250001117290,0.5
250001117291,13.4
250001117292,0.1
250001117293,10.05
250001117294,7.8
250001117298,10.1
250001117302,12.8
250001117303,13.4
250001117304,13.4
250001117305,9.6
250001117316,1.5
250001117323,10.19
250001117324,11.2
250001117325,8.4
250001117326,13.1
250001117327,12.2
250001117336,3.9
250001117337,12.8
250001117338,6.2
250001117340,8.5
250001117341,6.6
250001117344,6.38
250001117347,4.39
250001117349,4.5
250001117350,6.65
250001117356,2.72
250001117357,5.4
250001117358,15.9
250001117367,8.25
250001117368,6.7
250001117374,3.47
250001117376,6.5
250001117378,10.05
250001117390,10.05
250001117394,11.74
250001117396,13.83
250001117402,6.67
250001117403,10.05
250001117404,3.47
250001117407,13.3
250001117410,2.6
250001117414,8.93
250001117420,3.05
250001117421,3.05
250001117422,3.05
250001117425,3.05
250001117429,9.6
250001117431,8.04
250001117432,8
250001117433,8.7
250001117436,13.4
250001117437,2.5
250001117438,9
250001117439,1.5
250001117440,13.6
250001117441,5
250001117442,13.6
250001117443,13.4
250001117444,6.7
250001117445,6.7
250001117447,6.4
250001117448,3.2
250001117449,2.8
250001117451,2
250001117453,9.91
250001117455,0
250001117456,11.46
250001117457,13.4
250001117458,12.2
250001117461,13.4
250001117462,10.05
250001117467,6.8
250001117468,13.4
250001117469,11.17
250001117470,11.4
250001117472,9.4
250001117474,12.2
250001117476,10.28
250001117478,9.6
250001117481,7.47
250001117482,13.4
250001117487,10.05
250001117491,0
250001117494,3.35
250001117498,4.47
250001117504,13.4
250001117508,6.8
250001117513,10.4
250001117514,6.7
250001117515,13.4
250001117520,4.47
250001117521,5.76
250001117527,10.64
250001117528,9.92
250001117530,8.92
250001117532,0
250001117535,12.8
250001117540,10
250001117541,7.68
250001117542,12.8
250001117543,12.8
250001117544,12.8
250001117545,12.8
250001117547,2.5
250001117548,12.8
250001117549,6.7
250001117550,12.8
250001117551,11.2
250001117552,13.4
250001117553,13.4
250001117554,12.8
250001117555,3.2
250001117556,12.8
250001117557,12.8
250001117559,13.5
250001117560,4.27
250001117561,9.6
250001117567,13.41
250001117568,6.4
250001117569,10.2
250001117570,12
250001117571,8
250001117575,5
250001117576,5.5
250001117577,12.8
250001117578,11.13
250001117580,8.93
250001117581,9.6
250001117584,6.7
250001117585,12.8
250001117605,8
250001117607,7.34
250001117608,8.94
250001117609,7.04
250001117610,13.4
250001117612,13
250001117620,6.7
250001117621,6.7
250001117623,7.66
250001117624,12.8
250001117636,3.63
250001117637,12.8
250001117640,9.6
250001117642,13.4
250001117643,12.8
250001117644,6.7
250001117647,8.53
250001117649,2.3
250001117650,12.8
250001117651,1.6
250001117653,16
250001117654,12.8
250001117658,12.8
250001117669,12.8
250001117670,13.4
250001117674,13.4
250001117675,13.4
250001117676,13.4
250001117679,11.6
250001117681,12.8
250001117682,6.5
250001117683,12.8
250001117684,6
250001117685,13.4
250001117686,9.33
250001117687,13.4
250001117688,7.2
250001117691,11.1
250001117692,10.68
250001117693,9.54
250001117694,12.8
250001117695,13.72
250001117696,12.8
250001117697,8.2
250001117698,11.17
250001117700,13.9
250001117701,3.7
250001117702,13.4
250001117703,13.4
250001117705,7.88
250001117707,12.8
250001117709,6.7
250001117710,10.05
250001117712,11.2
250001117713,12.8
250001117714,12.8
250001117715,12.8
250001117716,6.4
250001117717,14.8
250001117720,8.93
250001117721,12.8
250001117724,2.58
250001117725,12.8
250001117726,3.15
250001117727,12.8
250001117730,6.4
250001117731,4
250001117733,12.8
250001117735,6.7
250001117736,3.5
250001117737,6.4
250001117739,9
250001117741,6.4
250001117742,0.67
250001117744,6.7
250001117745,13.4
250001117749,6.6
250001117750,4.67
250001117751,0
250001117752,12.8
250001117753,12.8
250001117755,0
250001117756,9
250001117761,12.8
250001117762,6.4
250001117765,12.8
250001117768,13.4
250001117769,1.5
250001117770,13.6
250001117771,12.8
250001117773,13.4
250001117775,9.6
250001117782,1.1
250001117787,5
250001117788,12.8
250001117789,10.91
250001117792,10
250001117793,0.3
250001117794,2
250001117795,0.5
250001117798,9.2
250001117806,0.4
250001117807,12.8
250001117811,0
250001117815,1.25
250001117819,10.4
250001117822,8
250001117823,13.4
250001117825,1.5
250001117827,4.43
250001117828,0.8
250001117829,0.1
250001117831,13.4
250001117835,13.4
250001117836,5.8
250001117837,2
250001117838,13.4
250001117839,13.4
250001117840,4.43
250001117843,7.8
250001117844,4.43
250001117846,12.9
250001117847,4.65
250001117848,13.4
250001117849,0
250001117850,6.35
250001117851,13.6
250001117853,0
250001117855,13.4
250001117856,13.4
250001117859,12.8
